Tagging ID,Day,Ai_trk,GP Job Name,Impressions,Media Cost,visits,Call Leads,Web Leads
4349819SOC-BDA2-C3,2-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,246,$4.70 ,1,#N/A,#N/A
4349819SOC-BDA2-C4,2-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.00 ,#N/A,#N/A,#N/A
4349819SOC-BDA3-C1,2-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,146,$3.32 ,2,#N/A,#N/A
4349819SOC-BDA3-C2,2-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,136,$2.79 ,#N/A,#N/A,#N/A
4349819SOC-BDA3-C3,2-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,74,$1.69 ,#N/A,#N/A,#N/A
4349819SOC-BDA4-C1,2-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,716,$14.98 ,2,#N/A,#N/A
4349819SOC-BDA4-C2,2-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,597,$12.11 ,6,1,0
4349819SOC-BDA5-C2,2-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,219,$5.76 ,2,#N/A,#N/A
4349919SOC-BDA1-C1,3-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,31,$0.26 ,#N/A,#N/A,#N/A
4349919SOC-BDA1-C2,3-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,39,$0.78 ,1,#N/A,#N/A
4349919SOC-BDA1-C3,3-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,60,$1.51 ,#N/A,#N/A,#N/A
4349919SOC-BDA2-C1,3-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,2,$0.05 ,#N/A,#N/A,#N/A
4349919SOC-BDA2-C3,3-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,90,$2.40 ,1,0,1
4349919SOC-BDA2-C4,3-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.00 ,#N/A,#N/A,#N/A
4349919SOC-BDA3-C1,3-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,95,$1.92 ,1,#N/A,#N/A
4349919SOC-BDA3-C2,3-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,33,$1.02 ,#N/A,#N/A,#N/A
4349919SOC-BDA3-C3,3-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,36,$0.69 ,#N/A,#N/A,#N/A
4349919SOC-BDA4-C1,3-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,508,$10.71 ,1,#N/A,#N/A
4349919SOC-BDA4-C2,3-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,520,$12.49 ,2,#N/A,#N/A
4349919SOC-BDA5-C2,3-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,276,$5.92 ,2,#N/A,#N/A
4350019SOC-BDA1-C1,4-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,507,$14.50 ,4,#N/A,#N/A
4350019SOC-BDA1-C2,4-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,190,$4.12 ,#N/A,#N/A,#N/A
4350019SOC-BDA1-C3,4-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,289,$5.47 ,1,#N/A,#N/A
4350019SOC-BDA2-C1,4-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,18,$0.39 ,#N/A,#N/A,#N/A
4350019SOC-BDA2-C2,4-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,10,$0.15 ,#N/A,#N/A,#N/A
4350019SOC-BDA2-C3,4-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,536,$12.74 ,4,0,1
4350019SOC-BDA2-C5,4-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,50,$1.12 ,1,#N/A,#N/A
4350019SOC-BDA3-C1,4-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,593,$13.14 ,1,#N/A,#N/A
4350019SOC-BDA3-C2,4-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,166,$3.44 ,#N/A,#N/A,#N/A
4350019SOC-BDA3-C3,4-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,510,$11.46 ,2,#N/A,#N/A
4350019SOC-BDA4-C1,4-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,211,$3.11 ,1,#N/A,#N/A
4350019SOC-BDA4-C2,4-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,"1,350",$27.93 ,9,#N/A,#N/A
4350019SOC-BDA5-C2,4-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,223,$7.60 ,1,#N/A,#N/A
4350119SOC-BDA1-C1,5-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,34,$0.65 ,1,#N/A,#N/A
4350119SOC-BDA1-C2,5-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,346,$8.93 ,3,0,4
4350119SOC-BDA1-C3,5-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,333,$6.99 ,2,#N/A,#N/A
4350119SOC-BDA2-C1,5-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,22,$0.67 ,#N/A,#N/A,#N/A
4350119SOC-BDA2-C2,5-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,5,$0.06 ,#N/A,#N/A,#N/A
4350119SOC-BDA2-C3,5-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,453,$12.31 ,1,#N/A,#N/A
4350119SOC-BDA2-C5,5-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,67,$1.67 ,#N/A,#N/A,#N/A
4350119SOC-BDA3-C1,5-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,199,$3.89 ,#N/A,#N/A,#N/A
4350119SOC-BDA3-C2,5-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,210,$4.64 ,#N/A,#N/A,#N/A
4350119SOC-BDA3-C3,5-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,181",$29.55 ,8,#N/A,#N/A
4350119SOC-BDA4-C1,5-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,189,$3.88 ,#N/A,#N/A,#N/A
4350119SOC-BDA4-C2,5-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,"1,430",$32.29 ,11,0,3
4350119SOC-BDA5-C2,5-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,35,$0.30 ,#N/A,#N/A,#N/A
4350219SOC-BDA1-C1,6-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,95,$2.59 ,#N/A,#N/A,#N/A
4350219SOC-BDA1-C2,6-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,284,$6.78 ,4,0,1
4350219SOC-BDA1-C3,6-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,525,$12.68 ,#N/A,#N/A,#N/A
4350219SOC-BDA2-C1,6-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,30,$0.83 ,1,0,1
4350219SOC-BDA2-C2,6-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,3,$0.01 ,#N/A,#N/A,#N/A
4350219SOC-BDA2-C3,6-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,401,$9.17 ,#N/A,#N/A,#N/A
4350219SOC-BDA2-C4,6-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.01 ,#N/A,#N/A,#N/A
4350219SOC-BDA2-C5,6-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,53,$1.16 ,1,0,2
4350219SOC-BDA3-C1,6-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,91,$1.72 ,#N/A,#N/A,#N/A
4350219SOC-BDA3-C2,6-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,128,$3.07 ,#N/A,#N/A,#N/A
4350219SOC-BDA3-C3,6-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,801",$41.04 ,3,#N/A,#N/A
4350219SOC-BDA4-C1,6-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,957,$15.49 ,3,#N/A,#N/A
4350219SOC-BDA4-C2,6-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,494,$9.35 ,3,#N/A,#N/A
4350219SOC-BDA5-C2,6-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,442,$10.23 ,1,#N/A,#N/A
4350319SOC-BDA1-C1,7-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,276,$6.24 ,3,#N/A,#N/A
4350319SOC-BDA1-C2,7-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,314,$7.28 ,#N/A,#N/A,#N/A
4350319SOC-BDA1-C3,7-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,530,$12.62 ,7,#N/A,#N/A
4350319SOC-BDA2-C1,7-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,103,$2.29 ,3,#N/A,#N/A
4350319SOC-BDA2-C2,7-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,4,$0.04 ,#N/A,#N/A,#N/A
4350319SOC-BDA2-C3,7-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,631,$13.82 ,1,#N/A,#N/A
4350319SOC-BDA2-C4,7-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.00 ,#N/A,#N/A,#N/A
4350319SOC-BDA2-C5,7-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,131,$2.36 ,1,0,1
4350319SOC-BDA3-C1,7-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,115,$1.65 ,#N/A,#N/A,#N/A
4350319SOC-BDA3-C2,7-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,62,$1.24 ,1,#N/A,#N/A
4350319SOC-BDA3-C3,7-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"3,634",$81.29 ,13,#N/A,#N/A
4350319SOC-BDA4-C1,7-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,739,$11.01 ,4,#N/A,#N/A
4350319SOC-BDA4-C2,7-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,529,$12.35 ,#N/A,#N/A,#N/A
4350319SOC-BDA5-C2,7-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,721,$11.74 ,5,#N/A,#N/A
4350419SOC-BDA1-C1,8-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,91,$2.43 ,#N/A,#N/A,#N/A
4350419SOC-BDA1-C2,8-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,243,$6.91 ,3,0,2
4350419SOC-BDA1-C3,8-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,442,$10.33 ,4,#N/A,#N/A
4350419SOC-BDA2-C1,8-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,72,$1.81 ,1,#N/A,#N/A
4350419SOC-BDA2-C2,8-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.01 ,#N/A,#N/A,#N/A
4350419SOC-BDA2-C3,8-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,452,$9.42 ,1,#N/A,#N/A
4350419SOC-BDA2-C5,8-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,123,$2.25 ,2,#N/A,#N/A
4350419SOC-BDA3-C1,8-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,271,$3.00 ,#N/A,#N/A,#N/A
4350419SOC-BDA3-C2,8-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,93,$1.28 ,#N/A,#N/A,#N/A
4350419SOC-BDA3-C3,8-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"3,884",$81.22 ,5,#N/A,#N/A
4350419SOC-BDA4-C1,8-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,521,$8.23 ,1,#N/A,#N/A
4350419SOC-BDA4-C2,8-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,"1,013",$20.55 ,5,#N/A,#N/A
4350419SOC-BDA5-C2,8-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,275,$4.76 ,#N/A,#N/A,#N/A
4350519SOC-BDA1-C1,9-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,38,$0.64 ,1,#N/A,#N/A
4350519SOC-BDA1-C2,9-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,64,$1.54 ,1,0,1
4350519SOC-BDA1-C3,9-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,74,$2.51 ,#N/A,#N/A,#N/A
4350519SOC-BDA2-C1,9-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,23,$0.84 ,#N/A,#N/A,#N/A
4350519SOC-BDA2-C2,9-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,2,$0.01 ,#N/A,#N/A,#N/A
4350519SOC-BDA2-C3,9-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,88,$1.88 ,1,#N/A,#N/A
4350519SOC-BDA2-C5,9-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,58,$1.37 ,#N/A,#N/A,#N/A
4350519SOC-BDA3-C1,9-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,193,$3.46 ,#N/A,#N/A,#N/A
4350519SOC-BDA3-C2,9-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,100,$1.84 ,1,#N/A,#N/A
4350519SOC-BDA3-C3,9-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,595,$13.85 ,3,#N/A,#N/A
4350519SOC-BDA4-C1,9-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,473,$10.74 ,6,0,2
4350519SOC-BDA4-C2,9-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,499,$11.61 ,4,#N/A,#N/A
4350519SOC-BDA5-C2,9-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,340,$7.01 ,#N/A,#N/A,#N/A
4350619SOC-BDA1-C1,10-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,241,$5.29 ,1,#N/A,#N/A
4350619SOC-BDA1-C2,10-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,263,$6.52 ,#N/A,#N/A,#N/A
4350619SOC-BDA1-C3,10-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,396,$9.87 ,#N/A,#N/A,#N/A
4350619SOC-BDA2-C1,10-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,59,$1.49 ,#N/A,#N/A,#N/A
4350619SOC-BDA2-C2,10-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,3,$0.00 ,#N/A,#N/A,#N/A
4350619SOC-BDA2-C3,10-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,590,$10.15 ,5,#N/A,#N/A
4350619SOC-BDA2-C4,10-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.00 ,#N/A,#N/A,#N/A
4350619SOC-BDA2-C5,10-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,196,$4.98 ,1,#N/A,#N/A
4350619SOC-BDA3-C1,10-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,137,$3.39 ,#N/A,#N/A,#N/A
4350619SOC-BDA3-C2,10-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,"2,947",$69.50 ,9,#N/A,#N/A
4350619SOC-BDA3-C3,10-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,268,$4.72 ,#N/A,#N/A,#N/A
4350619SOC-BDA4-C1,10-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,641,$13.18 ,1,#N/A,#N/A
4350619SOC-BDA4-C2,10-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,716,$15.98 ,3,1,0
4350619SOC-BDA5-C2,10-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,530,$9.59 ,3,#N/A,#N/A
4350719SOC-BDA1-C1,11-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,312,$5.11 ,1,#N/A,#N/A
4350719SOC-BDA1-C2,11-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,304,$6.92 ,3,0,1
4350719SOC-BDA1-C3,11-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,741,$17.11 ,7,#N/A,#N/A
4350719SOC-BDA2-C1,11-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,276,$7.19 ,5,#N/A,#N/A
4350719SOC-BDA2-C2,11-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.04 ,#N/A,#N/A,#N/A
4350719SOC-BDA2-C3,11-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,792,$16.49 ,5,#N/A,#N/A
4350719SOC-BDA2-C5,11-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,292,$6.10 ,2,#N/A,#N/A
4350719SOC-BDA3-C1,11-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,268,$2.99 ,#N/A,#N/A,#N/A
4350719SOC-BDA3-C2,11-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,"2,173",$48.24 ,3,#N/A,#N/A
4350719SOC-BDA3-C3,11-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,960,$20.91 ,5,#N/A,#N/A
4350719SOC-BDA4-C1,11-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,725,$11.24 ,#N/A,#N/A,#N/A
4350719SOC-BDA4-C2,11-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,561,$11.13 ,3,#N/A,#N/A
4350719SOC-BDA5-C2,11-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,281,$6.46 ,4,#N/A,#N/A
4350819SOC-BDA1-C1,12-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,701,$10.27 ,3,#N/A,#N/A
4350819SOC-BDA1-C2,12-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,982,$27.03 ,11,0,5
4350819SOC-BDA1-C3,12-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,"2,031",$49.93 ,10,#N/A,#N/A
4350819SOC-BDA2-C1,12-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,452,$12.88 ,7,0,2
4350819SOC-BDA2-C2,12-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,15,$0.04 ,#N/A,#N/A,#N/A
4350819SOC-BDA2-C3,12-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,949,$19.64 ,5,#N/A,#N/A
4350819SOC-BDA2-C4,12-Feb-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,4,$0.11 ,#N/A,#N/A,#N/A
4350819SOC-BDA2-C5,12-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,644,$13.04 ,5,#N/A,#N/A
4350819SOC-BDA3-C1,12-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,68,$0.63 ,#N/A,#N/A,#N/A
4350819SOC-BDA3-C2,12-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,90,$1.01 ,1,#N/A,#N/A
4350819SOC-BDA3-C3,12-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"5,064",$119.83 ,20,#N/A,#N/A
4350819SOC-BDA4-C1,12-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,580,$10.45 ,4,#N/A,#N/A
4350819SOC-BDA4-C2,12-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,773,$17.12 ,4,#N/A,#N/A
4350819SOC-BDA5-C2,12-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,467,$9.00 ,1,#N/A,#N/A
4350919SOC-BDA1-C1,13-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,200,$4.40 ,4,0,1
4350919SOC-BDA1-C2,13-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,353,$8.32 ,3,0,2
4350919SOC-BDA1-C3,13-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,390,$9.97 ,4,#N/A,#N/A
4350919SOC-BDA2-C1,13-Feb-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,259,$7.12 ,3,0,3
4350919SOC-BDA2-C2,13-Feb-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,5,$0.02 ,#N/A,#N/A,#N/A
4350919SOC-BDA2-C3,13-Feb-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,462,$10.74 ,3,#N/A,#N/A
4350919SOC-BDA2-C5,13-Feb-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,344,$7.01 ,1,#N/A,#N/A
4350919SOC-BDA3-C1,13-Feb-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,55,$0.92 ,#N/A,#N/A,#N/A
4350919SOC-BDA3-C2,13-Feb-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,374,$7.18 ,#N/A,#N/A,#N/A
4350919SOC-BDA3-C3,13-Feb-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"2,848",$66.36 ,6,#N/A,#N/A
4350919SOC-BDA4-C1,13-Feb-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,432,$6.78 ,1,#N/A,#N/A
4350919SOC-BDA4-C2,13-Feb-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,942,$17.62 ,1,#N/A,#N/A
4350919SOC-BDA5-C2,13-Feb-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,226,$4.17 ,1,#N/A,#N/A
4351019SOC-BDA1-C1,14-Feb-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,11,$0.25 ,#N/A,#N/A,#N/A
4351019SOC-BDA1-C2,14-Feb-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,5,$0.12 ,#N/A,#N/A,#N/A
4351019SOC-BDA1-C3,14-Feb-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,10,$0.31 ,#N/A,#N/A,#N/A
